seconds,cpu,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice
1682632149.313524,cpu,224906,0,16205,526796,1943,0,886,0,0,0
1682632149.813606,cpu,224998,0,16207,526902,1943,0,886,0,0,0
1682632150.313717,cpu,225054,0,16210,527044,1943,0,887,0,0,0
1682632150.813802,cpu,225145,0,16212,527151,1943,0,888,0,0,0
1682632151.313919,cpu,225202,0,16214,527291,1943,0,888,0,0,0
1682632151.814004,cpu,225292,0,16217,527399,1943,0,888,0,0,0
1682632152.314120,cpu,225352,0,16218,527538,1943,0,888,0,0,0
1682632152.814205,cpu,225442,0,16222,527645,1943,0,888,0,0,0
1682632153.314326,cpu,225504,0,16224,527781,1943,0,888,0,0,0
1682632153.814402,cpu,225590,0,16226,527891,1943,0,889,0,0,0
1682632154.314516,cpu,225654,0,16227,528026,1943,0,889,0,0,0
1682632154.814611,cpu,225736,0,16230,528139,1943,0,890,0,0,0
1682632155.314738,cpu,225801,0,16231,528272,1943,0,890,0,0,0
1682632155.814818,cpu,225882,0,16234,528387,1943,0,890,0,0,0
1682632156.314927,cpu,225947,0,16238,528518,1943,0,890,0,0,0
1682632156.815007,cpu,226028,0,16247,528629,1943,0,890,0,0,0
1682632157.315122,cpu,226028,0,16247,528828,1943,0,890,0,0,0
1682632157.815290,cpu,226078,0,16250,528974,1943,0,890,0,0,0
1682632158.315372,cpu,226175,0,16252,529075,1943,0,890,0,0,0
1682632158.815428,cpu,226175,0,16252,529273,1943,0,890,0,0,0
1682632159.315585,cpu,226221,0,16255,529425,1943,0,890,0,0,0
1682632159.815900,cpu,226320,0,16255,529526,1943,0,890,0,0,0
1682632160.315752,cpu,226323,0,16258,529721,1943,0,891,0,0,0
1682632160.815883,cpu,226323,0,16260,529919,1943,0,892,0,0,0
1682632161.316064,cpu,226394,0,16262,530043,1943,0,892,0,0,0
1682632161.816124,cpu,226472,0,16264,530162,1943,0,893,0,0,0
1682632162.316235,cpu,226542,0,16266,530290,1943,0,893,0,0,0
1682632162.816335,cpu,226625,0,16268,530403,1943,0,893,0,0,0
1682632163.316481,cpu,226694,0,16270,530532,1944,0,893,0,0,0
1682632163.816513,cpu,226773,0,16272,530649,1944,0,893,0,0,0
1682632164.316664,cpu,226841,0,16274,530779,1944,0,893,0,0,0
1682632164.816732,cpu,226921,0,16277,530896,1944,0,893,0,0,0
1682632165.316863,cpu,226987,0,16281,531027,1944,0,893,0,0,0
1682632165.816927,cpu,227066,0,16284,531142,1944,0,894,0,0,0
1682632166.317165,cpu,227136,0,16284,531270,1944,0,894,0,0,0
1682632166.817118,cpu,227215,0,16287,531388,1944,0,894,0,0,0
1682632167.317247,cpu,227285,0,16288,531517,1944,0,894,0,0,0
1682632167.817318,cpu,227362,0,16293,531635,1944,0,894,0,0,0
1682632168.317428,cpu,227429,0,16298,531763,1944,0,894,0,0,0
1682632168.817512,cpu,227508,0,16301,531880,1944,0,895,0,0,0
1682632169.317648,cpu,227577,0,16302,532010,1944,0,895,0,0,0
1682632169.817717,cpu,227654,0,16305,532129,1944,0,896,0,0,0
1682632170.317840,cpu,227729,0,16306,532253,1944,0,896,0,0,0
1682632170.817912,cpu,227802,0,16308,532375,1944,0,896,0,0,0
1682632171.318071,cpu,227878,0,16310,532497,1944,0,896,0,0,0
1682632171.818102,cpu,227950,0,16312,532621,1944,0,896,0,0,0
1682632172.318219,cpu,228025,0,16314,532743,1944,0,896,0,0,0
1682632172.818985,cpu,228096,0,16315,532869,1944,0,897,0,0,0
1682632173.318675,cpu,228171,0,16317,532991,1944,0,897,0,0,0
1682632173.818789,cpu,228241,0,16320,533118,1944,0,898,0,0,0
1682632174.318858,cpu,228321,0,16321,533237,1945,0,898,0,0,0
1682632174.819498,cpu,228393,0,16325,533360,1945,0,899,0,0,0
1682632175.319265,cpu,228469,0,16327,533482,1945,0,899,0,0,0
1682632175.819494,cpu,228548,0,16331,533598,1945,0,900,0,0,0
1682632176.320045,cpu,228623,0,16332,533722,1945,0,900,0,0,0
1682632176.820614,cpu,228699,0,16337,533842,1945,0,900,0,0,0
1682632177.320293,cpu,228775,0,16337,533964,1945,0,900,0,0,0
1682632177.820401,cpu,228848,0,16340,534088,1945,0,901,0,0,0
1682632178.320650,cpu,228933,0,16341,534205,1945,0,901,0,0,0
1682632178.820696,cpu,228998,0,16345,534334,1945,0,902,0,0,0
1682632179.320898,cpu,229081,0,16346,534451,1945,0,902,0,0,0
1682632179.821600,cpu,229143,0,16347,534584,1945,0,902,0,0,0
1682632180.321686,cpu,229218,0,16348,534708,1945,0,902,0,0,0
1682632180.822721,cpu,229293,0,16351,534828,1945,0,902,0,0,0
1682632181.322176,cpu,229368,0,16351,534953,1945,0,902,0,0,0
1682632181.822109,cpu,229447,0,16355,535068,1945,0,902,0,0,0
1682632182.322300,cpu,229533,0,16355,535181,1945,0,902,0,0,0
1682632182.822388,cpu,229599,0,16358,535311,1945,0,903,0,0,0
1682632183.322663,cpu,229692,0,16358,535417,1945,0,903,0,0,0
1682632183.822670,cpu,229748,0,16363,535555,1945,0,904,0,0,0
1682632184.322885,cpu,229840,0,16364,535660,1945,0,904,0,0,0
1682632184.822938,cpu,229901,0,16369,535793,1945,0,905,0,0,0
1682632185.323258,cpu,229994,0,16369,535899,1945,0,905,0,0,0
1682632185.823210,cpu,230058,0,16373,536031,1945,0,905,0,0,0
1682632186.323436,cpu,230152,0,16373,536137,1946,0,905,0,0,0
1682632186.823490,cpu,230212,0,16376,536271,1946,0,906,0,0,0
1682632187.323766,cpu,230310,0,16376,536373,1946,0,906,0,0,0
1682632187.823770,cpu,230360,0,16380,536516,1946,0,907,0,0,0
1682632188.323848,cpu,230459,0,16382,536616,1946,0,907,0,0,0
1682632188.823974,cpu,230509,0,16384,536762,1946,0,908,0,0,0
1682632189.324045,cpu,230606,0,16385,536864,1946,0,908,0,0,0
1682632189.824145,cpu,230661,0,16386,537008,1946,0,908,0,0,0
1682632190.324246,cpu,230756,0,16387,537110,1946,0,908,0,0,0
1682632190.824385,cpu,230812,0,16390,537252,1946,0,909,0,0,0
1682632191.324457,cpu,230904,0,16394,537356,1946,0,910,0,0,0
1682632191.824568,cpu,230960,0,16395,537497,1946,0,911,0,0,0
1682632192.324632,cpu,231050,0,16396,537604,1946,0,911,0,0,0
1682632192.824751,cpu,231109,0,16399,537741,1946,0,911,0,0,0
1682632193.324833,cpu,231196,0,16402,537851,1946,0,911,0,0,0
1682632193.824950,cpu,231262,0,16404,537984,1946,0,911,0,0,0
